직종코드,대분류,소분류
420406,농림어업직,"프로모터, 경주마 조련사 등 기타 스프츠 관련 전문가"
511502,농림어업직,반려동물 훈련사(맹인견 조련사 포함)
902100,농림어업직,낙농 종사원
902200,농림어업직,가축 사육 종사원
902900,농림어업직,기타 사육 종사원(양봉·감별·동물원사육·실험동물사육 등)
903100,농림어업직,조림·산림경영인 및 벌목원
903900,농림어업직,임산물 채취 및 기타 임업 종사원
904100,농림어업직,양식원
904200,농림어업직,어부 및 해녀
905000,농림어업직,농림어업 단순 종사원
905001,농림어업직,농업 단순 종사원
905002,농림어업직,"임업 단순 종사원(산림보호감시, 산불감시원 등)"
905003,농림어업직,어업 단순 종사원
